index,product,user_id,age,date,review,ratings,repurchase,packaging,price
13304,Blush - Luster,hellolynn,Under 18,8 years ago,"This blush is absolutely incredible. Unlike the cult favourite Orgasm blush, this blush is very smooth and such a nice, fine texture. It is a pretty light colour, so it is hard to over due. I...",5.0,88%,4.2,4
13305,Blush - Luster,hkempler,36-43,8 years ago,"NARS website describs the colour as “golden apricot”, and they’re absolutelyly right. It’s perfect for my NW25 skintone. 

I was collecting NARS blush, and this was one of those that I was...",5.0,88%,4.2,4
13306,Blush - Luster,alextuthreefour,Under 18,8 years ago,"AMAZING! The perfect shade for either dark or light skin tones. It  is very versatile and would work in either summer or winter. In summer, it adds to a tan but in the winter it is a very natural...",5.0,88%,4.2,4
13307,Blush - Luster,almighty_curv,19-24,9 years ago,Absolutely love this product. I'm a big Nars fan but was sceptics that this would suit me. I'm a ppp cool toned as use this as a bronzer with the nars bronzer brush. I can now have a golden glow too!,5.0,88%,4.2,4
13308,Blush - Luster,amberlady,25-29,9 years ago,"Love this blush! It's stunning on my pale yet warm skin.  It appears very peach once applied, which threw me for a loop because it doesn't look so peach in the pan, but it really is gorgeous.  I...",5.0,88%,4.2,4
13309,Blush - Luster,kbur084,19-24,9 years ago,"This looks very scary in the pan, especially for someone like me (I have very pale skin). I am sorry i cant give a mac reference for my skin tone but i use revlon's colorstay in Ivory and it is...",5.0,88%,4.2,4
13310,Blush - Luster,pmnixa,36-43,9 years ago,Luster is an apricot brown rose shade with some shimmer. Works great on me in summer mostly (NC20-25) for warm looks (when I wear coral lips). It's also really nice as a blush to wear when rocking...,5.0,88%,4.2,4
13316,Blush - Luster,mg1363,19-24,9 years ago,"This blush is AMAZING! I have only had it for a few days, but I can already tell it is a favorite. Highly pigmented, a satin apricot in color, and incredibly natural on my very pale warm toned...",5.0,88%,4.2,4
13317,Blush - Luster,artemistzitzikilakis,44-55,9 years ago,"Don't let Luster fool you.  It looks like a highlighter in the pan, but it is definitely a blush, and a beautiful one at that.  How it could look like a gold highlighter and come out as a peach...",5.0,88%,4.2,4
13318,Blush - Luster,ivanabacowboy,44-55,9 years ago,"I love Luster! My skintone is NW25 and Luster gives a light peachy bronze glow. This was actually the first NARS blush (of what us now many!) that I purchased as it is a ""safe"" kind of color. I...",5.0,88%,4.2,4
13319,Blush - Luster,ALINDSEYFLOWER,19-24,9 years ago,"Like usual, I saw a YouTube guru raving about this blush. I was skeptical in the sense that I hate NARS' Orgasm blush, and everyone else seems to love it. But I always go to pink blushes, so I...",4.0,88%,4.2,4
13320,Blush - Luster,jc2729,30-35,9 years ago,This is my first NARS blush and I luv it so much! on my pale NC20 skin it is a perfect glowy apricot color that does not mesh with the rosacea that I have on my cheeks.  Its a beautiful natural...,5.0,88%,4.2,4
13321,Blush - Luster,bos101,30-35,9 years ago,"Would I buy again?? YES x a million!! I adore this blush! I am finally getting my head around what skin tone/undertones I have and as I have such flushed cheeks at times, pinks and anything with a...",5.0,88%,4.2,4
13322,Blush - Luster,steffmd25,30-35,9 years ago,"For my skintone this is not a blush, more of a highlight.  It is a very beautiful, natural color highlight.  The only problem is, this is very Dupe-able!  I have been wanting this blush for a long...",3.0,88%,4.2,4
13323,Blush - Luster,cgw1,19-24,9 years ago,"I was ready to be obsessed with this blush, but it looked AWFUL on me. I'm cool toned, and as some others have mentioned it really clashes with my coloring. I look sickly. I'm very pale, brunette,...",2.0,88%,4.2,4
13324,Blush - Luster,Allyxx,19-24,9 years ago,"I think luster is one of those blushes that is easily overlooked because its such a boring bronzey colour. However, once applied to the cheeks, it is a different story. This gives me a pretty warm...",4.0,88%,4.2,4
13325,Blush - Luster,pastelflower,30-35,9 years ago,I was in Sephora a few weeks ago and decided to swatch all the Nars blushes just for fun! Luster is very brown and dull in the pan and I would never have looked at it otherwise. I was so surprised...,5.0,88%,4.2,4
13331,Blush - Luster,aznbunny,19-24,9 years ago,"On me (NW25) it's a golden apricot shade. I love the formula and texture. Staying power is alright. It's versatile though, as I have mixed this with some other blushes (i.e. Gina and Torrid). It's...",4.0,88%,4.2,4
13332,Blush - Luster,reallyrita,56 & Over,9 years ago,I love this blush.  Not too much shimmer and shine and it can be laid down softly or more pigmented with a good cheek contour brush or blush brush.  I love it so much that I went out and bought a...,5.0,88%,4.2,4
13333,Blush - Luster,onlyfr33b33,19-24,9 years ago,"In the winter, my face is too pale/ashy for Bobbi Brown Shimmerbrick, and because I'm Asian, most blushes make me look like 1) weird doll face 2)DRUNK AS HELL. I got NARS Luster the other day and I...",5.0,88%,4.2,4
13334,Blush - Luster,Nancygia,36-43,9 years ago,"I have to admit that sometimes I am hesitant to post a review that is inconsistent with the majority.  However, I am not a fan of this blush.  I bought it, like others did, because of the...",2.0,88%,4.2,4
13335,Blush - Luster,lilinah,56 & Over,9 years ago,"Luster - described as ""sheer golden apricot"" - was the first NARS blush i bought. I have since purchased both stronger colors as well as highlighters by NARS. Luster is the color i wear most often...",5.0,88%,4.2,4
13336,Blush - Luster,littleflip66,25-29,9 years ago,"I bought this blush based on all the rave reviews, and I was not disappointed.  At first glance I didn't think it would be dark enough for my NC44 skin, but it gives me a lovely, subtle glow that...",5.0,88%,4.2,4
13337,Blush - Luster,pennywhistlepoem,19-24,9 years ago,"I am NW20 and all my blushers are in pale pink an coral tones. This is my first bronzer like product.

I received it in the mail today and oh my my it looks gorgeous in the pan. Now I am...",3.0,88%,4.2,4
13338,Blush - Luster,BohemianMartini,30-35,9 years ago,For reference - MUFE F&B 34.  I'm definitely in the minority on this one.  Based on the awesome reviews I purchased this sight unseen online.  My work schedule didn't allow time to run to the mall...,2.0,88%,4.2,4
13339,Blush - Luster,jeangirdler,25-29,9 years ago,"Beautiful blush! Admittedly it doesn't look anything special from first glance, but subtly warms up and highlights skin. If I want some extra blush, I use Bobbi Brown's Coral on the apple of my...",5.0,88%,4.2,4
13340,Blush - Luster,carrasco,25-29,9 years ago,"I really thought I loved this blush and it got forgotten in my massive blush stash. When I went back to it, I hated it. It was straight up orange on my face with lots of shimmer. I guess I didn't...",3.0,88%,4.2,4
13346,Blush - Luster,ilove6kies,30-35,9 years ago,"This is definitely one of my all time favorite blush!!!  I am on my second one and don't know what I will do without it!!


Three years ago, I was strolling downtown Toronto on a hot summer day...",5.0,88%,4.2,4
13347,Blush - Luster,ExoticDoll,19-24,9 years ago,Love this blush. I'm an NC42/40 and this provides the most gorgeous healthy bronze/gold glow! The red carpet glow. Works well with my tanned skin and black hair. Very pretty shade; super pigmented...,5.0,88%,4.2,4
13348,Blush - Luster,littlemissdaisies,19-24,9 years ago,"This is definitely the best blush I've ever used before. It is amazingly blendable and goes on really smoothly. On my olive skin (NW35), this give s me a very golden glowy look.Perfect for days...",4.0,88%,4.2,4
13349,Blush - Luster,BeautyMISFIT,30-35,9 years ago,I love for my cheeks to have a glowing effect and this blush does just that. I like to wear it only on the apples of my cheeks with a bronzer or another blush. At first I wasn't a huge fan of this...,4.0,88%,4.2,4
13350,Blush - Luster,amberw22,36-43,9 years ago,"I received this in a swap and I wasn't quite sure what it would look like.  Well, I'm an NC 20-30 and I LOVE IT!!!  I've never seen a blush like this.  It looks very natural, almost like a light,...",5.0,88%,4.2,4
13351,Blush - Luster,ashergill,19-24,9 years ago,"I was afraid this blush was not going to show up on me just cause it looks to match my skintone but to my delight I was proven wrong. All of my blushes seem to be super bright corals, oranges,...",5.0,88%,4.2,4
13352,Blush - Luster,xtinahb,30-35,9 years ago,"Fantastic to highlight on my C4/NC30 Asian Skin. I use this on my apples on top of bronzer and it leaves the best golden glow. I feel it's slightly more shimmery and frostier than Orgasm, but in a...",4.0,88%,4.2,4
13353,Blush - Luster,Nikki16519,25-29,10 years ago,I am loving this blush this summer. Luster is a lovely apricot/peachy blush that is nice and warm. It leaves a nice sheen on my cheeks and isn't just orange on my very fair skin. I worked as a SA...,5.0,88%,4.2,4
13354,Blush - Luster,maxinesaephanh,19-24,10 years ago,I’ve never really used bronzers because I’m scared to look like a orange oompa loompa lol. I did some research on this blush and I read a lot of reviews about girls being an NC30 (like me) and...,4.0,88%,4.2,4
13355,Blush - Luster,yessisbfc,19-24,10 years ago,"I can't believe I haven't reviewed this already! This is my HG blush. It's absolutely amazing.
I'm NW20 and this gives me a very natural/sunkissed glow. It really is the best blush I've ever used....",5.0,88%,4.2,4
13361,Blush - Luster,dollface29,25-29,10 years ago,Love love this blush. My HG blush. I can honestly say I've never been disappointed with this color and I usually second guess most of my blushes once I get home and am nO longer under some of the...,5.0,88%,4.2,4
13362,Blush - Luster,staciarose22,25-29,10 years ago,"I should have checked out this blush sooner. It's one of those shades that seems to go with everything. Unless you're wearing very cool toned pinks, this blush works with every lip/eye makeup...",4.0,88%,4.2,4
13363,Blush - Luster,gommiebears,25-29,10 years ago,"To me Luster is like the pigmented version of Albatross.  I would recommend Luster over Albatross if you are deeply pigmented.  Don't get me wrong, I like Albatross but on my skin tone, it looks a...",5.0,88%,4.2,4
13364,Blush - Luster,msmarielliejellie,19-24,10 years ago,I've been eyeing this blush for the longest time! It's got a gorgeous golden peachy bronze color that absolutely gives you the most amazing glow and it's just so silky smooth. It'll really look...,5.0,88%,4.2,4
13365,Blush - Luster,alissarn,19-24,10 years ago,"I bought this product yesterday and I am totally in love with it (as of now). Although it was expensive (A$49), the colour is really pigmented and gives you a fresh, slightly bronzed glow. It's...",4.0,88%,4.2,4
13366,Blush - Luster,DianaBlackbird,25-29,10 years ago,"My favorite spring blush! Gives a light peachy color and a healthy glow. The color payoff is subtle but in a mellow natural flush way, very pretty. The only downside with that is half way though...",4.0,88%,4.2,4
13367,Blush - Luster,emilyemily123,19-24,10 years ago,This is my first Nars product I have purchased. I normally use Georgia by Benefit. After reading good reviews about Nars I decided to purchase a blusher from them. I originally wanted Orgasm or...,5.0,88%,4.2,4
